agency,sector_no,sector_name,nbhd_no,nbhd_name,rent,charges,provisions,fees,deposit,energy_rating,gas_rating,area,rooms,entrance,duplex,livingroom,livingroom_area,equipped_kitchen,openplan_kitchen,bedrooms,bathrooms,shower_rooms,toilets,separate_toilet,balcony,terraces,wooden_floor,fireplace,storage,heating,parking,cellar,pool,apt_flr_nb,furnished,renovated,elevator,intercom,digital_code,view,caretaker,reduced_mobility,metro,tram,bus,logrent
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,971,CC,138.0,775.0,893.0,51.0,11.0,81.0,3,1,0,1,39,1,0,2,1,0,1.0,0,1,1,0,0,0,gas,1,0,0,4.0,0,0,1,0,0,0,0,0,1,0,0,6.879355804460439
tagerim gestion,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,656,CC,60.0,559.5,563.735,38.0,9.0,60.01,3,1,0,1,27,1,0,2,1,0,1.0,0,1,0,0,0,1,individual_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,1,6.48768401848461
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,720,CC,60.0,559.0,1320.0,184.5,13.0,43.0,1,1,0,1,0,1,1,0,1,0,1.0,1,0,0,1,0,1,individual_electrical,0,0,0,2.0,1,0,1,1,0,0,0,0,1,0,0,6.580639137284949
point sud immobilier,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,750,CC,70.0,901.29,680.0,58.0,13.0,69.33,3,1,0,1,28,1,1,2,1,0,1.0,0,1,0,0,0,1,individual_gas,1,1,0,1.0,0,0,1,1,0,0,0,1,0,0,0,6.621405651764134
square habitat,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,525,CC,50.0,549.0,475.0,175.0,7.0,44.6,2,1,0,1,0,0,0,1,1,0,1.0,1,1,0,0,0,1,individual_electrical,1,0,0,4.0,0,0,1,0,0,0,0,1,0,0,0,6.26530121273771
pure gestion locative,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,695,CC,60.0,622.0,635.0,155.5,11.0,62.2,3,1,0,0,25,1,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,2,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,6.54534966033442
louer1appart com,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,555,CC,55.0,559.5,500.0,39.0,9.0,45.05,2,1,0,1,0,1,0,1,0,1,1.0,1,1,0,0,0,1,individual_gas,1,0,0,1.0,0,0,1,0,0,0,0,0,1,0,1,6.320768294250582
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,567,CC,80.0,619.97,487.0,184.5,13.0,47.69,2,0,0,0,0,1,0,1,1,0,1.0,1,0,0,0,0,0,gas,0,0,0,4.0,0,0,1,1,0,0,0,0,0,0,0,6.342121418721152
capitole gestion,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,660,CC,60.0,540.0,600.0,62.0,12.0,62.0,3,0,0,1,0,1,0,2,1,0,1.0,1,0,1,0,0,1,individual_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.493753839851686
booster location gestion,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,1055,CC,55.0,713.83,2000.0,206.5,12.0,55.0,3,0,0,1,0,0,0,2,0,1,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,3.0,1,0,0,0,0,0,0,0,0,0,0,6.962243464266207
soprim,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,604,CC,75.0,576.61,580.0,46.0,10.0,48.0,2,0,0,1,21,0,0,1,1,0,1.0,0,0,1,0,0,1,individual_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.405228458030842
nestenn by solvimo,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,658,CC,100.0,0.0,557.55,155.0,10.0,58.9,3,1,0,1,0,0,0,2,1,0,1.0,0,0,1,0,0,1,individual_electrical,0,0,0,2.0,0,0,1,1,1,0,0,0,1,0,1,6.490723534502507
agis immobilier,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,675,CC,60.0,754.0,615.0,39.0,9.0,58.0,3,1,0,1,22,1,0,2,1,0,1.0,1,0,6,0,0,1,individual_gas,2,0,0,3.0,0,0,1,1,1,1,0,0,0,0,0,6.516193076042964
None,sector4,TOULOUSE EST,n4_1,Lapujade - Bonnefoy - Périole - Marengo - La Colonne,892,CC,80.0,490.0,812.0,164.0,7.0,70.0,3,1,0,1,24,0,0,2,1,0,1.0,0,0,1,0,0,1,individual_electrical,2,1,0,2.0,0,0,1,1,0,0,0,0,0,0,0,6.794586580876499
centre immobilier toulousain - cit,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,775,CC,50.0,668.07,725.0,302.0,15.0,51.39,2,1,0,1,0,0,0,1,0,1,1.0,0,0,1,0,0,1,individual_electrical,0,1,0,2.0,0,0,1,1,0,0,0,1,1,0,1,6.654152520183219
saint aubin immobilier,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,477,CC,55.0,456.0,422.0,143.0,33.0,30.0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,gas,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.169610732491456
None,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,650,CC,66.0,579.0,584.0,202.0,13.0,45.0,2,1,0,1,0,0,0,1,0,1,1.0,1,1,0,1,0,1,individual_gas,1,0,0,1.0,0,0,0,1,0,1,0,0,0,0,0,6.478509642208569
credit agricole immobilier,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,507,CC,50.0,554.71,457.0,226.0,11.0,42.67,2,0,0,0,0,1,0,1,1,0,1.0,1,0,1,0,0,1,individual_electrical,0,0,1,2.0,0,0,0,1,0,0,0,0,1,0,0,6.230481447578482
None,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,1800,CC,110.0,1679.18,592.0,119.0,6.0,118.84,5,0,1,1,0,0,0,4,0,0,1.0,0,0,1,0,0,1,individual,2,1,0,5.0,0,0,1,0,0,1,0,0,0,0,1,7.496097345175956
sng extensia,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,649,CC,60.0,559.5,563.735,39.0,9.0,62.5,3,1,0,1,21,1,0,2,1,0,1.0,1,1,1,0,0,1,individual_gas,1,0,0,1.0,0,0,1,1,0,0,0,0,0,0,0,6.476972362889683
booster location gestion,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,668,CC,50.0,535.2,618.0,156.0,8.0,54.0,3,0,0,0,21,0,0,2,1,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,6.505784060128229
None,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,710,CC,70.0,716.1,640.0,50.0,11.0,65.1,3,0,0,1,0,1,0,2,1,0,1.0,1,0,1,0,0,1,individual_gas,0,0,0,2.0,0,0,1,1,0,0,0,0,0,0,0,6.566672429803241
centre immobilier toulousain - cit,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,709,CC,50.0,513.76,670.07,185.0,43.0,39.52,2,1,0,1,0,0,0,1,0,1,1.0,0,0,0,1,0,0,gas,0,0,0,1.0,0,0,0,1,0,0,0,0,1,0,1,6.565264970035361
square habitat,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,394,CC,50.0,338.13,344.0,36.0,10.0,26.01,1,0,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,collective_gas,0,0,0,2.0,0,0,1,0,0,0,0,1,0,0,0,5.978885764901122
sogem,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,570,CC,110.0,550.0,460.0,184.5,13.0,58.0,3,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,6.3473892096560105
bj immo,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,1000,CC,50.0,0.0,1900.0,90.0,20.0,65.0,3,0,0,1,0,0,1,1,1,0,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,3.0,1,0,0,0,0,0,0,0,1,0,0,6.90875477931522
None,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,667,CC,87.22,809.99,580.0,50.0,11.0,62.3,3,1,0,1,0,0,1,2,1,0,1.0,0,0,1,0,0,1,individual_gas,1,0,0,1.0,0,0,1,1,0,0,0,1,0,0,0,6.504288173536645
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,611,CC,40.0,420.68,571.0,309.0,14.0,32.36,1,1,0,1,0,1,0,0,1,0,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,1.0,1,0,1,1,0,0,0,0,0,0,0,6.416732282512326
None,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,616,CC,60.0,518.18,556.0,326.0,15.0,39.86,2,1,0,1,0,1,0,1,1,0,1.0,1,0,1,0,0,1,individual_electrical,0,0,1,2.0,0,0,1,1,1,0,0,1,0,0,0,6.424869023905388
orpi saint georges,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,619,CC,50.0,442.0,630.0,184.5,13.0,18.61,1,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,individual,0,0,0,2.0,1,0,0,0,0,0,0,0,1,0,0,6.429719478039138
soprim,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,777,CC,50.0,456.0,592.0,145.0,4.0,66.9,3,0,0,1,24,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_electrical,1,0,0,3.0,0,0,1,0,0,0,0,0,1,0,1,6.656726524178391
None,sector4,TOULOUSE EST,n4_1,Lapujade - Bonnefoy - Périole - Marengo - La Colonne,1280,CC,150.0,640.0,980.0,240.0,15.0,80.0,3,1,0,1,0,1,0,2,1,1,1.0,1,1,0,0,0,0,individual_electrical,1,1,0,4.0,0,0,1,0,0,0,0,0,0,0,0,7.155396301896734
immobiliare,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,683,CC,43.0,780.0,640.0,56.0,10.0,60.0,3,0,0,1,0,0,0,2,1,1,1.0,0,1,0,0,0,0,individual_gas,1,0,0,3.0,0,0,1,1,0,1,0,0,1,0,0,6.52795791762255
None,sector6,TOULOUSE OUEST,n6_3,Mirail- Université - Reynerie - Bellefontaine,375,CC,35.0,284.0,340.0,240.0,13.0,21.0,1,0,0,0,13,0,1,1,1,0,1.0,0,1,0,0,0,0,individual_electrical,1,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,5.929589143389895
square habitat,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,600,CC,50.0,150.0,550.0,224.0,52.0,47.71,3,0,0,1,0,0,0,2,0,0,1.0,1,0,0,1,0,1,individual_gas,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.398594934535208
cileohabitat.fr,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,626,CC,69.79,456.0,513.0,64.0,15.0,52.0,3,0,0,1,0,1,0,2,1,0,1.0,1,1,0,0,0,1,gas,1,0,0,1.0,0,0,1,0,0,0,0,0,1,0,1,6.440946540632921
appart a toulouse,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,615,CC,50.0,442.0,630.0,184.5,13.0,22.0,1,0,0,0,0,0,0,0,1,0,1.0,1,0,0,0,0,1,individual_electrical,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,6.423246963533519
None,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,862,CC,60.0,961.98,1604.86,217.0,50.0,74.0,4,1,0,1,0,0,0,3,0,0,1.0,0,1,0,0,0,0,gas,0,0,0,5.0,1,0,0,1,0,0,0,0,1,0,0,6.760414691083428
None,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,672,CC,67.0,580.0,605.0,59.0,10.0,64.05,3,1,0,1,24,1,1,2,1,0,1.0,1,0,1,1,0,1,individual_gas,1,0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,6.511745329644728
None,sector2,TOULOUSE RIVE GAUCHE,n2_3,Fontaine-Lestang - Arènes -Bagatelle - Papus - Tabar - Bordelongue - Mermoz - La Faourette,939,CC,128.0,0.0,810.81,121.0,5.0,90.39,4,0,0,1,0,0,0,3,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.84587987526405
None,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,728,CC,98.0,604.0,630.0,59.0,10.0,57.9,3,1,0,1,20,1,1,2,1,0,1.0,1,0,1,1,0,1,gas,1,0,0,1.0,0,1,0,0,1,1,0,0,0,0,1,6.591673732008658
agence jcb,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,1957,CC,130.0,1642.0,1827.0,99.0,23.0,160.0,5,1,0,1,28,0,0,4,1,1,2.0,0,1,0,0,0,0,gas,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,7.579678823090456
soprim,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,661,CC,60.0,559.5,563.735,34.0,8.0,58.0,3,0,0,1,23,0,0,2,1,0,1.0,1,0,1,0,0,1,collective_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.495265555937008
None,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,593,CC,50.0,521.28,543.0,229.0,11.0,32.0,1,0,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,individual_electrical,0,0,0,1.0,0,0,0,1,0,0,0,0,1,0,0,6.386879319362645
None,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,797,CC,50.0,750.0,747.0,122.0,4.0,66.0,3,0,0,1,0,1,0,2,1,0,1.0,0,0,0,0,0,1,individual_electrical,1,0,0,3.0,0,0,0,0,0,0,0,0,1,0,0,6.682108597449809
pure gestion locative,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,710,CC,75.0,632.0,635.0,184.5,13.0,63.2,3,1,0,0,26,1,0,2,1,0,1.0,1,1,0,0,0,1,individual_electrical,2,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.566672429803241
cabinet molieres,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,700,CC,120.0,325.0,1160.0,184.5,13.0,25.0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,2.0,1,0,0,1,0,0,0,0,0,0,0,6.55250788703459
adl immobilier,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,770,CC,45.0,346.45,525.0,201.0,9.0,58.05,3,1,0,1,0,0,0,2,1,0,1.0,1,1,1,0,0,1,individual_electrical,1,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,6.647688373563329
point sud immobilier,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,770,CC,70.0,906.23,700.0,49.0,11.0,69.71,3,1,0,1,29,1,1,2,1,0,1.0,0,1,0,0,0,1,individual_electrical,1,1,0,1.0,0,0,1,1,0,0,0,1,0,0,0,6.647688373563329
None,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,715,CC,65.0,790.4,650.0,147.0,12.0,60.8,3,0,0,0,0,1,0,2,1,0,1.0,0,0,1,0,0,0,individual_gas,0,0,0,2.0,0,0,1,1,0,0,0,0,0,0,0,6.573680166960646
square habitat,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,557,CC,60.0,477.12,497.0,205.0,8.0,44.97,2,0,0,1,0,0,0,1,1,0,1.0,1,0,1,0,0,1,individual_electrical,2,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,6.324358962381311
raoux immobilier,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,499,CC,40.0,275.0,459.0,314.0,16.0,30.0,1,1,0,0,0,1,0,1,0,1,1.0,0,0,0,0,0,1,individual_electrical,1,0,0,3.0,1,0,0,0,0,0,0,0,1,0,0,6.214608098422191
point sud immobilier,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,820,CC,70.0,837.85,680.0,63.0,13.0,64.45,3,0,0,1,0,1,1,2,1,0,1.0,0,1,0,0,0,1,individual_gas,1,0,0,1.0,0,0,1,1,0,0,0,1,0,0,0,6.710523109452428
sng extensia,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,535,CC,60.0,559.5,563.735,50.0,5.0,42.27,2,0,0,1,0,1,0,1,0,1,1.0,0,1,0,0,0,1,individual_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,6.284134161070802
cabinet dalas,sector1,TOULOUSE CENTRE,n1_3,Les Chalets/Bayard/Belfort  Saint-Aubin/Dupuy,890,CC,60.0,471.70500000000004,728.845,179.0,8.0,70.0,3,0,0,0,0,0,1,2,1,0,1.0,1,1,0,0,0,1,individual,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,6.792344427470809
None,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,450,CC,20.0,343.83,430.0,322.0,15.0,26.45,1,0,1,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,6.111467339502679
sarl patrimoine avenue,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,582,CC,60.0,538.98,610.0,54.0,12.0,46.48,2,0,0,0,0,1,1,1,0,0,1.0,0,0,0,0,0,1,individual_gas,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.368187186350492
pure gestion etudiants,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,799,CC,50.0,442.0,630.0,184.5,13.0,34.06,1,0,0,0,0,0,0,1,0,1,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,3.0,1,0,1,1,1,0,1,0,1,0,0,6.684611727667927
None,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,670,CC,60.0,486.64,610.0,56.0,13.0,60.83,3,0,0,0,0,1,0,2,1,0,1.0,0,0,1,0,0,0,individual_gas,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.508769136971682
progestion,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,495,CC,50.0,346.19,450.0,202.0,13.0,26.63,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.206575926724928
sogem,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,811,CC,85.0,0.0,726.0,307.0,17.0,76.3,4,1,0,0,0,0,0,3,1,0,1.0,0,0,1,0,0,1,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.699500340161678
orpi tournefeuille,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,595,CC,55.0,507.78,576.5,165.0,8.0,45.0,2,1,0,1,17,0,0,1,1,0,1.0,1,0,1,0,0,1,individual,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1,6.39024066706535
loft one,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,667,CC,60.0,575.56,571.0,174.0,8.0,57.0,3,0,0,0,0,1,0,2,0,0,1.0,0,0,0,0,0,0,individual_electrical,2,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.504288173536645
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,660,CC,0.0,0.0,630.0,184.5,13.0,31.0,2,0,1,0,0,1,1,0,0,1,1.0,0,0,0,0,0,0,individual_electrical,1,0,0,2.0,1,1,1,1,1,0,1,0,0,0,1,6.493753839851686
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,474,CC,35.0,315.51,439.0,155.5,11.0,24.27,1,1,0,1,0,1,0,0,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,1.0,0,0,0,1,0,0,0,0,1,0,0,6.163314804034641
None,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,550,CC,60.0,635.29,490.04,253.0,11.0,48.87,2,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.311734809152915
None,sector4,TOULOUSE EST,n4_1,Lapujade - Bonnefoy - Périole - Marengo - La Colonne,730,CC,35.0,659.4,695.0,134.0,8.0,53.0,3,0,0,1,0,0,0,2,1,0,1.0,1,0,1,0,0,1,individual_electrical,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.594413459749778
reseau bsk immobilier,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,545,CC,50.0,520.0,591.0,206.5,12.0,28.0,2,0,0,0,0,0,0,1,0,0,1.0,0,1,0,0,0,0,individual_electrical,1,0,1,2.0,0,0,0,0,0,0,1,0,1,0,0,6.302618975744905
sogem,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,645,CC,55.0,539.0,566.5,331.0,77.0,61.64,4,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,individual_gas,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.470799503782602
sporting immobilier,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,552,CC,60.0,559.5,563.735,47.0,11.0,47.0,2,0,0,0,0,0,0,1,1,0,1.0,1,1,0,1,0,1,individual_gas,0,0,0,1.0,0,0,1,0,0,0,0,1,0,0,0,6.315358001522335
societe de gestion locative,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,470,CC,30.0,452.92,440.0,36.0,8.0,34.84,1,1,0,1,24,0,0,0,0,1,1.0,0,1,0,0,0,1,individual,0,0,0,4.0,0,0,0,0,0,0,0,0,1,0,0,6.154858094016418
immobiliare,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,610,CC,79.0,611.71,531.0,221.0,11.0,54.45,3,0,0,0,24,1,1,2,1,0,1.0,0,1,1,0,0,1,individual_electrical,1,0,1,1.0,0,0,0,1,1,0,1,0,1,0,0,6.415096959171596
None,sector6,TOULOUSE OUEST,n6_3,Mirail- Université - Reynerie - Bellefontaine,580,CC,0.0,0.0,539.0,162.5,9.5,23.0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,6.364750756851911
square habitat,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,831,CC,90.0,744.26,741.0,217.0,10.0,77.0,3,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1,6.723832440821209
adl immobilier,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,466,CC,70.0,624.9,605.0,36.0,10.0,30.19,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,collective_gas,0,0,0,6.0,0,0,1,0,0,0,1,0,0,0,1,6.1463292576688975
climex transactions,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,950,CC,55.0,507.78,576.5,161.5,11.0,61.0,3,1,0,1,0,1,1,2,1,0,1.0,1,1,1,0,0,1,individual_electrical,0,0,0,3.0,1,1,1,1,1,1,0,1,0,0,0,6.85751406254539
None,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,636,CC,100.0,738.4,536.0,33.0,10.0,56.8,3,1,0,1,0,0,0,2,1,0,1.0,1,1,0,0,0,0,collective_gas,0,0,0,4.0,0,0,0,1,0,0,0,0,0,0,0,6.456769655572163
None,sector4,TOULOUSE EST,n4_1,Lapujade - Bonnefoy - Périole - Marengo - La Colonne,555,CC,55.0,511.94,500.0,44.0,10.0,39.38,2,0,0,1,0,1,0,1,1,0,1.0,1,1,0,0,0,1,individual_gas,0,0,0,1.0,0,0,1,1,1,0,0,0,0,0,0,6.320768294250582
patrim immobilier,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,450,CC,50.0,456.0,592.0,229.0,10.0,24.37,1,0,0,0,0,1,0,0,1,0,1.0,1,0,0,0,0,1,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.111467339502679
loft one,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,931,CC,50.0,801.76,846.0,172.0,8.0,77.0,4,1,0,1,0,0,0,3,1,0,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,1,1,0,0,0,0,0,0,0,6.837332814685591
None,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,400,CC,60.0,260.0,340.0,116.0,27.0,20.0,1,1,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,individual_electrical,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,5.993961427306569
cdc habitat,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,535,CC,60.0,559.5,563.735,50.0,9.0,60.0,3,0,0,0,0,0,0,2,0,0,1.0,0,0,1,0,0,0,individual_gas,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.284134161070802
None,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,414,CC,40.0,247.0,374.0,262.0,61.0,19.0,1,0,0,0,0,0,0,0,0,0,1.0,0,1,1,0,0,0,gas,1,1,0,2.0,0,0,1,1,0,0,0,0,1,0,0,6.028278520230698
None,sector2,TOULOUSE RIVE GAUCHE,n2_4,Casselardit - Fontaine-Bayonne - Cartoucherie,739,CC,70.0,796.77,623.0,35.0,8.0,56.0,3,0,0,0,0,0,0,2,1,0,1.0,1,0,0,0,0,1,individual_electrical,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,6.606650186198215
